"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"5003",5003,9,69,"High","High",10,92,"Yes","Low","Medium","Private","Male",65
"5004",5004,18,96,"High","Low",7,52,"Yes","Low","Medium","Private","Female",68
"5005",5005,24,62,"High","Medium",5,90,"Yes","High","Medium","Private","Male",67
"5006",5006,12,67,"Medium","Medium",8,65,"Yes","High","Medium","Public","Male",61
"5007",5007,26,82,"Low","Low",9,74,"Yes","Medium","Medium","Public","Female",68
"5008",5008,23,79,"Medium","High",9,77,"Yes","Low","High","Public","Male",68
"5009",5009,16,62,"Medium","Medium",7,88,"Yes","Low","High","Public","Female",62
"5010",5010,19,60,"Medium","Low",8,94,"Yes","Low","Low","Private","Female",62
"5011",5011,30,100,"High","High",6,90,"Yes","Medium","Low","Public","Male",74
"5012",5012,24,86,"Medium","Medium",8,79,"No","Low","Medium","Public","Female",68
"5013",5013,20,75,"Low","High",8,67,"Yes","High","Low","Public","Male",66
"5014",5014,19,79,"Medium","Medium",4,76,"Yes","Medium","Medium","Private","Male",67
"5015",5015,20,71,"High","Medium",5,52,"Yes","Medium","High","Public","Male",65
"5016",5016,17,74,"Medium","Medium",7,62,"Yes","High","Medium","Public","Male",66
"5017",5017,7,86,"High","Medium",7,68,"Yes","Low","Medium","Public","Male",67
"5018",5018,32,95,"Medium","Medium",7,66,"Yes","High","Medium","Private","Male",76
"5019",5019,21,67,"Low","High",7,55,"Yes","High","High","Private","Female",66
"5020",5020,22,94,"Low","Low",9,53,"Yes","Medium","High","Public","Female",68
"5021",5021,20,65,"High","Medium",8,71,"Yes","Low","Medium","Private","Female",63
"5022",5022,16,69,"Medium","High",4,54,"Yes","Low","Low","Public","Female",65
"5023",5023,19,61,"High","Medium",10,64,"Yes","Low","Medium","Public","Male",63
"5024",5024,10,66,"Medium","Medium",4,74,"Yes","Low","Medium","Public","Male",59
"5025",5025,34,97,"Medium","Medium",8,60,"Yes","Medium","Medium","Private","Male",74
"5026",5026,13,78,"Medium","Low",5,54,"Yes","Low","High","Public","Male",62
"5027",5027,14,63,"Low","Low",9,72,"Yes","Low","Low","Public","Female",59
"5028",5028,17,98,"Medium","High",7,72,"Yes","Low","Medium","Public","Male",71
"5029",5029,28,95,"Medium","Medium",8,96,"Yes","Medium","Medium","Public","Male",73
"5030",5030,20,90,"High","Medium",4,56,"Yes","Low","High","Private","Male",68
"5031",5031,13,97,"Medium","Medium",8,81,"Yes","Low","Medium","Public","Male",68
"5032",5032,28,69,"Medium","Medium",8,66,"Yes","Low","Medium","Public","Male",66
"5033",5033,24,93,"Low","High",8,56,"Yes","Low","Medium","Public","Male",69
"5034",5034,23,88,"Medium","Medium",8,70,"Yes","Medium","High","Public","Female",70
"5035",5035,24,95,"Medium","High",7,71,"Yes","Medium","High","Public","Male",74
"5036",5036,34,92,"High","Medium",7,68,"Yes","Medium","High","Public","Female",75
"5037",5037,33,74,"Medium","Medium",6,88,"Yes","Medium","Medium","Private","Male",71
"5038",5038,16,91,"High","High",6,92,"Yes","Low","High","Private","Male",71
"5039",5039,30,70,"Medium","Medium",9,57,"Yes","Low","Medium","Public","Female",65
"5040",5040,22,73,"Low","Medium",6,58,"Yes","Medium","Medium","Private","Male",65
"5041",5041,23,64,"Medium","High",4,71,"Yes","Medium","Medium","Public","Male",65
"5042",5042,10,97,"Medium","Medium",6,66,"Yes","Low","Medium","Public","Female",67
"5043",5043,19,72,"Medium","Medium",8,91,"Yes","Low","Medium","Private","Male",67
"5044",5044,15,81,"Medium","Medium",7,100,"Yes","Low","Medium","Public","Male",67
"5045",5045,25,76,"High","High",8,59,"Yes","Medium","Medium","Private","Female",71
"5046",5046,26,98,"High","Low",4,88,"Yes","Medium","High","Public","Female",72
"5047",5047,8,73,"Medium","High",4,80,"Yes","Low","High","Public","Male",62
"5048",5048,20,91,"High","Low",7,82,"Yes","Medium","Medium","Public","Male",70
"5049",5049,27,94,"Medium","High",9,63,"Yes","Low","Medium","Public","Female",72
"5050",5050,19,77,"Low","Medium",4,55,"Yes","Medium","Low","Public","Male",64
"5051",5051,24,75,"High","Low",8,77,"Yes","Low","Medium","Private","Male",66
"5052",5052,22,90,"Low","Medium",9,81,"Yes","Medium","Medium","Public","Male",69
"5053",5053,22,97,"High","Medium",7,98,"Yes","Medium","Medium","Public","Female",71
"5054",5054,18,90,"Medium","Low",8,84,"Yes","Low","High","Private","Male",68
"5055",5055,13,69,"Medium","Medium",7,72,"Yes","High","Medium","Public","Female",63
"5056",5056,13,96,"Medium","High",7,100,"No","Medium","High","Public","Male",71
"5057",5057,24,76,"High","Low",8,69,"Yes","Low","Medium","Private","Male",65
"5058",5058,20,83,"Low","High",10,58,"Yes","Low","High","Public","Female",66
"5059",5059,19,93,"Low","Low",6,81,"Yes","High","Medium","Private","Female",68
"5060",5060,17,68,"Medium","Medium",7,63,"No","Low","Medium","Public","Male",61
"5061",5061,18,91,"Low","High",6,96,"Yes","Low","Medium","Private","Male",71
"5062",5062,26,84,"Medium","High",7,71,"Yes","Medium","Medium","Public","Female",70
"5063",5063,18,96,"High","Low",7,57,"Yes","Low","Medium","Public","Female",66
"5064",5064,12,67,"High","Medium",9,57,"Yes","Low","Medium","Private","Male",61
"5065",5065,24,77,"High","Low",9,82,"Yes","Medium","Medium","Private","Male",67
"5066",5066,19,93,"High","Medium",8,68,"Yes","High","High","Public","Female",72
"5067",5067,20,61,"High","High",9,68,"Yes","High","Low","Private","Female",65
"5068",5068,30,64,"High","Medium",6,81,"Yes","Medium","Medium","Public","Female",68
"5069",5069,20,100,"Low","Medium",6,61,"No","Medium","Medium","Public","Male",70
"5070",5070,22,71,"Medium","Low",8,57,"Yes","Low","High","Public","Male",63
"5071",5071,13,99,"High","Low",7,83,"Yes","Medium","Medium","Public","Female",69
"5072",5072,19,67,"Medium","Low",10,50,"Yes","High","Medium","Public","Male",62
"5073",5073,24,74,"High","High",4,95,"Yes","High","Medium","Public","Female",71
"5074",5074,11,90,"Low","Low",8,59,"Yes","Low","High","Public","Male",64
"5075",5075,21,86,"High","Medium",8,72,"Yes","High","High","Public","Male",69
"5076",5076,21,83,"Medium","High",6,61,"Yes","Low","High","Public","Male",71
"5077",5077,20,81,"Low","Medium",6,61,"No","Low","Medium","Public","Female",63
"5078",5078,26,94,"Low","High",6,92,"Yes","Low","High","Public","Female",72
"5079",5079,22,69,"Medium","Medium",5,79,"Yes","Low","Low","Public","Male",66
"5080",5080,29,78,"High","Medium",9,66,"Yes","Low","Medium","Public","Male",69
"5081",5081,14,66,"Medium","Medium",10,63,"Yes","Low","Medium","Public","Male",60
"5082",5082,21,84,"High","High",6,61,"Yes","Medium","High","Private","Female",68
"5083",5083,21,70,"Medium","High",6,78,"Yes","Medium","Low","Public","Male",65
"5084",5084,14,73,"High","Medium",5,87,"Yes","Medium","Medium","Public","Female",67
"5085",5085,26,79,"Medium","Low",5,63,"Yes","Low","Medium","Public","Male",66
"5086",5086,34,61,"Medium","Medium",6,67,"Yes","High","Medium","Private","Male",68
"5087",5087,20,64,"Low","Medium",9,86,"Yes","Low","High","Private","Female",63
"5088",5088,23,87,"High","High",10,87,"Yes","Medium","Medium","Private","Male",73
"5089",5089,21,77,"Medium","Medium",6,60,"Yes","Medium","Medium","Private","Male",66
"5090",5090,16,95,"Low","Medium",6,69,"Yes","Low","High","Public","Male",67
"5091",5091,9,88,"Low","Medium",5,93,"Yes","Medium","Medium","Public","Male",66
"5092",5092,16,60,"Medium","Low",8,87,"Yes","Low","Low","Public","Male",60
"5093",5093,12,85,"High","High",8,58,"Yes","Low","High","Public","Male",67
"5094",5094,30,64,"Medium","Medium",7,69,"Yes","High","Low","Public","Female",67
"5095",5095,19,91,"Medium","Medium",6,99,"Yes","Medium","Medium","Public","Female",70
"5096",5096,18,100,"High","Low",9,76,"Yes","Low","Medium","Public","Female",69
"5097",5097,25,81,"Medium","Low",8,86,"Yes","Low","Medium","Public","Male",68
"5098",5098,13,87,"High","Low",8,55,"Yes","High","High","Private","Female",67
"5099",5099,15,69,"Medium","High",8,92,"Yes","Low","Medium","Public","Male",63
"5100",5100,20,78,"High","Medium",7,80,"Yes","High","Medium","Public","Male",70
"5101",5101,26,94,"Low","Medium",6,59,"Yes","Low","Medium","Public","Female",71
"5102",5102,23,67,"High","High",8,69,"Yes","High","Medium","Public","Female",67
"5103",5103,21,71,"Medium","Medium",8,54,"Yes","Medium","Medium","Private","Male",64
"5104",5104,20,78,"Low","Medium",8,89,"No","Medium","Medium","Private","Female",66
"5105",5105,22,88,"Medium","Medium",5,87,"Yes","Low","High","Public","Male",70
"5106",5106,21,75,"Medium","Low",8,75,"Yes","Medium","Medium","Private","Male",65
"5107",5107,14,97,"Low","Medium",7,73,"Yes","Medium","Low","Public","Male",68
"5108",5108,20,64,"Medium","Low",6,73,"Yes","Medium","High","Public","Female",65
"5109",5109,14,75,"High","Medium",8,52,"Yes","Medium","Medium","Public","Male",65
"5110",5110,20,88,"Medium","Medium",7,68,"Yes","Low","High","Public","Female",69
"5111",5111,17,69,"Medium","Medium",10,56,"Yes","Medium","Medium","Public","Female",63
"5112",5112,35,86,"Low","Medium",8,59,"Yes","Low","Low","Public","Female",70
"5113",5113,20,67,"Low","Low",7,98,"Yes","Medium","Medium","Public","Male",64
"5114",5114,12,62,"Medium","High",7,63,"Yes","High","Medium","Public","Female",62
"5115",5115,19,65,"High","High",5,74,"Yes","Low","","Private","Female",66
"5116",5116,23,97,"High","Low",9,94,"Yes","Low","Medium","Public","Male",73
"5117",5117,30,82,"Medium","High",7,71,"Yes","Low","High","Public","Female",72
"5118",5118,16,92,"Medium","Medium",7,76,"No","High","Medium","Private","Male",68
"5119",5119,11,73,"Medium","High",5,58,"No","Medium","Medium","Private","Male",62
"5120",5120,25,84,"Medium","Low",8,64,"Yes","Low","Medium","Private","Male",67
"5121",5121,12,80,"Medium","Low",6,75,"Yes","Low","High","Public","Male",62
"5122",5122,17,98,"High","High",6,68,"Yes","Medium","Medium","Public","Male",72
"5123",5123,18,90,"Low","High",7,52,"Yes","Medium","High","Public","Male",67
"5124",5124,20,89,"High","Medium",6,70,"Yes","Low","Medium","Private","Female",68
"5125",5125,24,62,"Low","High",6,91,"Yes","Medium","Medium","Public","Female",65
"5126",5126,16,82,"Medium","Medium",7,56,"Yes","High","High","Private","Female",79
"5127",5127,18,79,"High","Low",9,51,"Yes","Medium","Medium","Private","Male",66
"5128",5128,20,97,"Medium","Medium",8,56,"Yes","Low","Medium","Private","Female",68
"5129",5129,21,70,"Low","Low",8,84,"Yes","High","High","Public","Male",65
"5130",5130,21,71,"Medium","High",8,90,"Yes","Low","Medium","Public","Female",67
"5131",5131,23,76,"Medium","High",6,52,"Yes","Medium","Medium","Public","Male",67
"5132",5132,25,70,"Low","Medium",9,94,"Yes","Medium","","Public","Male",67
"5133",5133,22,65,"Medium","Medium",4,81,"Yes","Medium","Medium","Public","Female",68
"5134",5134,23,94,"Medium","High",8,76,"Yes","Medium","Medium","Public","Male",72
"5135",5135,11,82,"High","Medium",8,63,"Yes","Medium","Medium","Public","Male",65
"5136",5136,20,94,"Low","Medium",7,69,"Yes","Low","Medium","Public","Female",65
"5137",5137,23,93,"Medium","Medium",6,97,"No","Medium","Medium","Public","Male",70
"5138",5138,24,71,"Medium","Medium",7,96,"Yes","Low","","Public","Male",67
"5139",5139,16,82,"Medium","High",6,81,"Yes","Medium","Medium","Private","Male",68
"5140",5140,16,63,"Medium","Medium",8,79,"Yes","Low","High","Public","Male",63
"5141",5141,17,97,"Medium","Medium",8,61,"Yes","Low","Medium","Public","Male",68
"5142",5142,23,76,"Medium","High",8,98,"Yes","Medium","Low","Public","Female",69
"5143",5143,26,76,"Low","Low",8,88,"Yes","Low","Low","Public","Male",66
"5144",5144,18,72,"High","Medium",8,69,"No","High","Medium","Public","Female",64
"5145",5145,25,78,"High","Low",8,91,"Yes","Low","Medium","Public","Male",69
"5146",5146,21,70,"Low","Medium",6,61,"Yes","Low","Medium","Public","Male",62
"5147",5147,19,75,"Medium","High",5,61,"Yes","Medium","Medium","Public","Female",65
"5148",5148,19,92,"Medium","Medium",7,90,"Yes","Low","High","Public","Female",70
"5149",5149,24,93,"Low","High",8,78,"Yes","High","Medium","Public","Female",72
"5150",5150,22,72,"Medium","Medium",5,78,"Yes","Low","High","Public","Female",66
"5151",5151,34,79,"High","Low",7,79,"Yes","Medium","High","Private","Male",70
"5152",5152,15,95,"Medium","Medium",9,56,"No","Low","High","Public","Male",67
"5153",5153,23,62,"High","High",7,67,"Yes","Low","Medium","Public","Female",65
"5154",5154,17,96,"Medium","Low",9,79,"No","Medium","Medium","Private","Male",68
"5155",5155,15,69,"Low","Medium",9,62,"Yes","Medium","High","Public","Male",62
"5156",5156,20,87,"Low","Medium",7,75,"Yes","Low","Medium","Public","Male",68
"5157",5157,21,83,"High","Medium",6,78,"Yes","High","High","Public","Female",69
"5158",5158,38,82,"Medium","Low",6,97,"Yes","Low","Medium","Private","Male",72
"5159",5159,19,94,"Low","Medium",7,62,"Yes","Medium","Medium","Public","Male",65
"5160",5160,13,64,"Medium","High",5,72,"Yes","Medium","Medium","Private","Male",63
"5161",5161,22,74,"High","High",5,99,"Yes","Low","Medium","Public","Female",68
"5162",5162,8,82,"High","Low",4,59,"Yes","Medium","Medium","Public","Male",62
"5163",5163,19,92,"Medium","Medium",7,89,"No","Low","High","Private","Male",69
"5164",5164,20,69,"Medium","Low",10,59,"Yes","High","High","Public","Female",65
"5165",5165,25,92,"High","Medium",4,93,"Yes","High","Medium","Public","Female",74
"5166",5166,26,76,"High","Low",7,74,"Yes","Medium","High","Public","Female",70
"5167",5167,17,68,"Medium","Low",7,99,"Yes","Medium","Medium","Public","Female",65
"5168",5168,19,90,"High","High",7,59,"Yes","High","Medium","Public","Male",70
"5169",5169,15,64,"Low","Low",9,84,"Yes","Medium","Medium","Public","Male",59
"5170",5170,13,81,"Low","Medium",6,85,"Yes","Low","Medium","Private","Male",63
"5171",5171,22,63,"Low","High",4,86,"Yes","Low","High","Public","Female",64
"5172",5172,12,74,"Low","High",6,55,"Yes","Medium","Low","Public","Male",63
"5173",5173,18,84,"High","Low",6,64,"Yes","Low","High","Public","Female",67
"5174",5174,14,82,"Medium","Medium",4,67,"Yes","High","Medium","Public","Female",65
"5175",5175,23,76,"Medium","Medium",7,66,"Yes","Medium","Medium","Public","Male",67
"5176",5176,31,77,"High","Medium",5,84,"Yes","High","High","Public","Male",73
"5177",5177,12,69,"High","High",7,53,"Yes","Low","High","Public","Male",64
"5178",5178,9,78,"Low","High",6,87,"Yes","Medium","High","Private","Male",65
"5179",5179,19,98,"Medium","High",5,76,"Yes","Medium","Medium","Private","Male",72
"5180",5180,20,94,"High","Medium",8,59,"Yes","Medium","Medium","Public","Female",72
"5181",5181,21,66,"High","Medium",7,61,"Yes","High","High","Public","Male",66
"5182",5182,17,61,"High","Medium",7,55,"Yes","Medium","Medium","Private","Male",62
"5183",5183,19,97,"Low","Medium",8,73,"Yes","Medium","Medium","Private","Male",68
"5184",5184,22,81,"Medium","Low",7,80,"Yes","Medium","Medium","Public","Female",67
"5185",5185,26,82,"High","Low",7,79,"Yes","Medium","Medium","Public","Female",69
"5186",5186,8,91,"High","Low",6,98,"Yes","Medium","Medium","Private","Female",67
"5187",5187,18,73,"Medium","Medium",5,65,"Yes","Low","High","Public","Female",63
"5188",5188,21,79,"Low","Medium",7,88,"Yes","Low","Medium","Private","Male",65
"5189",5189,14,99,"High","Medium",6,86,"Yes","High","High","Private","Male",71
"5190",5190,30,87,"Medium","Medium",8,53,"Yes","Low","High","Private","Male",70
"5191",5191,16,66,"Medium","Medium",7,97,"Yes","Low","High","Public","Male",68
"5192",5192,20,65,"Medium","Medium",8,97,"Yes","Low","Medium","Public","Female",65
"5193",5193,23,68,"Medium","High",6,70,"Yes","Medium","Medium","Public","Male",68
"5194",5194,16,91,"Medium","Medium",5,71,"Yes","High","Medium","Public","Male",69
"5195",5195,9,72,"Medium","High",10,91,"No","High","Medium","Public","Female",62
"5196",5196,17,61,"Low","High",7,75,"No","Medium","High","Public","Female",62
"5197",5197,26,98,"High","Low",8,90,"Yes","High","Low","Public","Female",72
"5198",5198,18,67,"High","Medium",5,52,"Yes","Medium","Medium","Private","Male",64
"5199",5199,15,60,"High","Medium",7,63,"Yes","Low","High","Public","Female",58
"5200",5200,26,69,"High","Medium",9,55,"Yes","Low","Medium","Public","Male",66
"5201",5201,18,69,"Medium","Low",5,73,"Yes","Low","High","Public","Male",64
"5202",5202,17,77,"Medium","High",10,93,"Yes","High","High","Private","Female",68
"5203",5203,21,97,"Low","Low",7,78,"Yes","High","Medium","Public","Female",69
"5204",5204,25,95,"Low","High",6,76,"Yes","Low","Medium","Public","Male",71
"5205",5205,34,78,"Medium","High",8,68,"Yes","Medium","Medium","Public","Male",71
"5206",5206,25,76,"Medium","Medium",9,53,"Yes","High","High","Private","Male",67
"5207",5207,27,82,"High","Low",6,88,"Yes","High","High","Private","Male",71
"5208",5208,17,70,"Medium","Medium",6,79,"Yes","Medium","Medium","Public","Female",64
"5209",5209,14,62,"Medium","Medium",7,97,"Yes","Medium","Medium","Public","Male",62
"5210",5210,20,98,"Medium","Medium",8,72,"Yes","High","Medium","Public","Female",70
"5211",5211,21,67,"Low","High",7,70,"Yes","Low","Medium","Private","Female",63
"5212",5212,14,68,"High","Medium",8,99,"Yes","High","Medium","Public","Female",66
"5213",5213,19,79,"Medium","Medium",8,57,"Yes","Low","Low","Public","Male",65
"5214",5214,22,80,"Medium","High",7,63,"Yes","High","Medium","Public","Male",69
"5215",5215,22,61,"High","Low",6,74,"Yes","Low","Medium","Public","Male",63
"5216",5216,23,66,"Medium","Medium",7,76,"Yes","High","Medium","Public","Male",64
"5217",5217,22,75,"Medium","Medium",10,77,"Yes","Low","Low","Public","Male",66
"5218",5218,17,87,"Medium","Medium",7,61,"Yes","High","Medium","Public","Female",67
"5219",5219,17,69,"High","High",9,96,"Yes","Low","Medium","Public","Male",66
"5220",5220,13,77,"Low","High",6,85,"Yes","Low","Medium","Public","Female",65
"5221",5221,31,82,"High","Medium",7,63,"No","High","Medium","Private","Male",72
"5222",5222,20,96,"High","Medium",8,65,"Yes","Medium","Low","Public","Female",70
"5223",5223,19,73,"Medium","Medium",9,94,"Yes","High","Low","Public","Female",67
"5224",5224,14,65,"Medium","High",9,69,"Yes","Medium","","Public","Male",64
"5225",5225,38,80,"High","Medium",5,78,"Yes","Low","Medium","Public","Female",72
"5226",5226,14,90,"Medium","Medium",9,56,"Yes","Low","Medium","Public","Female",65
"5227",5227,17,64,"High","Low",10,63,"Yes","High","Medium","Public","Female",62
"5228",5228,22,77,"Medium","High",6,71,"Yes","Low","Medium","Public","Female",67
"5229",5229,24,61,"Medium","Medium",6,83,"Yes","Medium","Medium","Public","Male",64
"5230",5230,26,61,"Medium","Medium",7,64,"Yes","Medium","Medium","Private","Male",63
"5231",5231,31,79,"Medium","High",7,98,"Yes","Medium","High","Public","Male",72
